"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun May 19 21:42:16 AEST 2019","Sun May 19 21:42:23 AEST 2019","6541","","Protarctor Demo App","","Protarctor Demo App","should add one and two","should add one and two",""
